,0
2512,Vascular Inflammation
2513,Vascular access dysfunction
2514,Vascular access failure
2515,Vascular injury
2516,Venous Thromboembolic Events
2517,Venous Thromboembolism
2518,Venous thromboembolism
2519,Ventricular Arrhythmia
2520,Ventricular Arrhythmias
2521,Ventricular Fibrillation
2522,Ventricular Tachycardia
2523,Verapamil
2524,Vertebral Compression Fracture
2525,Vertebral Fracture
2526,Vertebral compression fracture
2527,Vertebral compression fractures
2528,Vertebrobasilar Insufficiency
2529,Vertebrobasilar insufficiency
2530,Vertigo Portends Greater Stroke
2531,Vestibular Schwannoma
2532,Vestibular schwannomas
2533,Vibrio parahaemolyticus
2534,Vigna angularis
2535,Viral hepatitis
2536,Viral hepatitis infection
2537,Vitamin D
2538,Vitamin K
2539,Vitiligo
2540,Voice disorders
2541,WPW
2542,Warfarin
2543,Water
2544,Wegener's granulomatosis
2545,Weight loss
2546,Wilson
2547,Wilson disease
2548,Wolff-Parkinson-White syndrome
2549,Woman
2550,Women
2551,Working Memory
2552,XSLJZT
2553,Xerostomia
2554,Xin
2555,Y181C
2556,YAP
2557,Yeast
2558,Yes-associate protein
2559,Yi-Mu-Cao
2560,Yuan-Zhi
2561,Zalcitabine
2562,Zika virus
2563,Zn
2564,Zolpidem
2565,a depressive disorder
2566,a non-diabetes
2567,aHR
2568,aRR = 1
2569,aSD-HR
2570,aSD-HRs
2571,abdominal AAs
2572,abdominal aortic aneurysm
2573,abdominal hernia
2574,abdominal pain
2575,abnormal illness behaviors
2576,abnormal uterine bleeding
2577,abortion
2578,absence of chronic pulmonary disease
2579,absence of depression
2580,absenteeism
2581,absenteeism costs
2582,acarbose
2583,access thrombosis
2584,accident injury
2585,accidental drug poisoning
2586,accidental injury
2587,acephalic migraine
2588,acetaminophen
2589,acetylcholinesterase
2590,acetylsalicylic acid
2591,acne
2592,acoustic neuromas
2593,actinic keratosis
2594,active gastrointestinal bleeding
2595,active tuberculosis
2596,acupuncture post-stroke
2597,acute CI poisoning
2598,acute appendicitis
2599,acute cardiopulmonary failure
2600,acute cerebrovascular disease
2601,acute cholecystitis
2602,acute coronary syndrome
2603,acute coronary syndromes
2604,acute critically ill
2605,acute disease
2606,acute diverticulitis
2607,acute epiglottitis
2608,acute esophageal variceal bleeding
2609,acute gastric variceal bleeding
2610,acute gastroenteritis
2611,acute hepatic failure
2612,acute hepatitis
2613,acute insomnia
2614,acute ischemic stroke
2615,acute kidney disease
2616,acute kidney injury
2617,acute leukemia
2618,acute lung injury
2619,acute myeloid leukemia
2620,acute myocardial infarction
2621,acute myocarditis
2622,acute organ dysfunction
2623,acute pancreatitis
2624,acute psychiatric
2625,acute renal failure
2626,acute renal injury
2627,acute respiratory distress syndrome
2628,acute respiratory failure
2629,acute respiratory syndrome
2630,acute rhinosinusitis
2631,acute stress disorder
2632,acute stroke
2633,acute tonsillitis
2634,acute upper respiratory infections
2635,acute urine retention
2636,acute urticaria
2637,acute vertigo
2638,acute visual impairment
2639,acyanotic CHD
2640,acyanotic congenital heart disease
2641,adalimumab
2642,adalimumab plus MTX
2643,additional anomalies
2644,additional hypospadias
2645,adenocarcinoma
2646,adenocarcinoma subtype of lung cancer
2647,adenocarcinoma-to-squamous cell carcinoma
2648,adenoid hypertrophy
2649,adenoma
2650,adenomas
2651,adenomyosis
2652,adenomyosis and endometriosis
2653,adenomyosis cohort
2654,adenomyosis-free
2655,adenosine
2656,adenovirus infection
2657,adhesive capsulitis
2658,adjuvant acid
2659,adolescent psychiatry
2660,adrenal gland disorder
2661,adrenal gland disorders
2662,adrenal gland dysfunction
2663,adrenocortical insufficiency
2664,adult uvulopalatopharyngoplasty
2665,advanced hepatocellular carcinoma
2666,advanced lung cancer
2667,advanced prostate cancer
2668,advanced retinopathy
2669,adverse cardiocerebral vascular
2670,adverse cardiovascular
2671,adverse cardiovascular and cerebrovascular events
2672,adverse cardiovascular diseases
2673,adverse cardiovascular events
2674,adverse kidney events
2675,adverse pancreatic
2676,adzuki bean
2677,adzuki beans
2678,afatinib
2679,affective disorder
2680,affective disorders
2681,aggressive lymphoma
2682,aggressive pneumonia
2683,aggressiveness
2684,agoraphobia
2685,aid
2686,airway diseases
2687,airway hyperresponsiveness
2688,airway infections
2689,airway infections/diseases
2690,airway obstruction
2691,alanine aminotransferase
2692,albuminuria
2693,alcohol
2694,alcohol abuse
2695,alcohol abuse/alcohol dependency syndrome
2696,alcohol dependence
2697,alcohol dependence and abuse
2698,alcohol dependence syndrome
2699,alcohol intoxication
2700,alcohol intoxication or abuse
2701,alcohol psychoses
2702,alcohol use disorder
2703,alcoholic cirrhosis
2704,alcoholic disorder
2705,alcoholic fatty liver disease
2706,alcoholic hepatitis
2707,alcoholic liver cirrhosis
2708,alcoholic liver damage
2709,alcoholic liver disease
2710,alcoholic psychosis
2711,alcoholism
2712,aldosterone
2713,aldosteronism
2714,alendronate
2715,allergic
2716,allergic comorbidities
2717,allergic conjunctivitis
2718,allergic dermatitis
2719,allergic disease
2720,allergic diseases
2721,allergic reaction
2722,allergic rhinitis
2723,allergic skin diseases
2724,allergies
2725,allergy
2726,allergy rhinitis
2727,allograft failure
2728,allopurinol
2729,alopecia areata
2730,alparazolam
2731,alpha fetoprotein
2732,alpha glucosidase
2733,alpha-Glucosidase
2734,alpha-L-iduronidase
2735,alpha-fetoprotein
2736,alpha-glucosidase
2737,"alpha-glucosidase inhibitors, and dipeptidyl peptidase-4"
2738,altruism
2739,alzheimer's disease
2740,amalgam
2741,amantadine
2742,amblyopia
2743,amikacin
2744,aminoglycoside
2745,amiodarone
2746,amisulpride
2747,amlodipine
2748,ammonia
2749,ammonium
2750,amnesia
2751,amoxicillin
2752,amp
2753,amyotrophic lateral sclerosis
2754,an
2755,anaemia
2756,anaphylaxis
2757,anastrozole
2758,androgen
2759,anemia
2760,anemia increases PD
2761,anemic
2762,anemic advanced CKD
2763,anemic advanced chronic kidney disease
2764,aneurysm
2765,aneurysm rupture
2766,aneurysmal
2767,aneurysms
2768,angina
2769,angina pectoris
2770,angiodysplasia bleeding
2771,angiotensin-converting enzyme
2772,angiotensin-converting-enzyme
2773,angle closure glaucoma
2774,angle-closure glaucoma
2775,ankylosing spondylitis
2776,ankylosing spondyloarthritis
2777,anogenital cancers
2778,anogenital malignancies
2779,anomaly of jaw
2780,anomaly of jaw size plus malocclusion
2781,anorexia nervosa
2782,anterior circulation stroke
2783,anterior cruciate ligament injury
2784,anterior uveitis
2785,anthracycline
2786,anthracyclines
2787,anti-vascular endothelial growth factor
2788,antiparkinsonism
2789,anxiety
2790,anxiety and depression
2791,anxiety and depressive disorder comorbidities
2792,anxiety disorder
2793,anxiety disorders
2794,anxiety only
2795,anxiety or depression
2796,anxiety/depression
2797,aortic aneurysm
2798,aortic aneurysms
2799,aortic disease
2800,aortic diseases
2801,aortic valve disease
2802,aphthous stomatitis
2803,apixaban
2804,aplastic anemia
2805,apnea
2806,apnea SD
2807,apnea SD cohort
2808,apnea sleep disorders
2809,apnea/hypopnea
2810,apolipoprotein E
2811,apomorphine
2812,appendiceal abscess
2813,appendiceal rupture
2814,appendicitis
2815,appendicitis regardless
2816,appendicitis.Dementia and schizophrenia
2817,appendicular osteosarcoma
2818,arboviral infection
2819,areca nut
2820,aripiprazole
2821,aristolochic acid
2822,arm 2
2823,arms 2 and 3
2824,arrest
2825,arrhythmia
2826,arrhythmias
2827,arrhythmic
2828,arrhythmigenic
2829,arseniasis
2830,arseniasis-endemic
2831,arsenic
2832,arterial disease
2833,arterial occlusive disease
2834,arterial thromboembolic
2835,arteriovenous
2836,arteriovenous access
2837,arteriovenous fistula
2838,arteriovenous fistula (AVF) failure
2839,arteriovenous fistula failure
2840,arteriovenous fistulas
2841,arteriovenous graft (AVG) failure
2842,arteriovenous shunt failure
2843,arteritis obliterans
2844,artery diseases
2845,artery occlusive disease
2846,artery stenosis
2847,arthralgia
2848,arthritis
2849,arthritis-encephalitis
2850,arthritis-encephalitis virus (CAEV) infection
2851,arthritis/arthropathy
2852,arthropathies
2853,arthropathy
2854,arthroplasty
2855,arthroplasty (TKA) infection
2856,arthroplasty for infected TKA
2857,articular symptoms
2858,as
2859,asbestos
2860,ascites
2861,aspartate aminotransferase
2862,aspergillosis
2863,aspergillus infections
2864,aspiration pneumonia
2865,aspiration syndrome
2866,aspirin
2867,asthma
2868,asthma ED visit
2869,asthma ER visits
2870,asthma and anxiety
2871,asthma and anxiety disorder
2872,asthma and bladder pain syndrome
2873,asthma and chronic obstructive pulmonary disease
2874,asthma and enterovirus (EV) infection
2875,asthma and schizophrenia
2876,asthma cohort
2877,asthma or allergic rhinitis
2878,asthma symptoms
2879,asthma-COPD
2880,asthma-chronic obstructive pulmonary disease
2881,asthma-chronic obstructive pulmonary disease (COPD) overlap syndrome
2882,asthma-chronic obstructive pulmonary disease overlap syndrome
2883,asthma-chronic obstructive pulmonary disease syndrome
2884,asthma-chronic pulmonary disease overlap syndrome
2885,asthma-free seizures
2886,astigmatism
2887,asunaprevir
2888,atenolol
2889,atherosclerosis
2890,atherosclerotic
2891,atherosclerotic cardiovascular disease
2892,atherosclerotic cardiovascular diseases
2893,atherosclerotic cardiovascular morbidity
2894,atherosclerotic vascular disease
2895,atherothrombotic events
2896,atomoxetine
2897,atopic dermatitis
2898,atopic disease
2899,atopic diseases
2900,atopic keratoconjunctivitis
2901,atopic respiratory diseases
2902,atopic triad diseases
2903,atopy
2904,atorvastatin
2905,atrial fibrillation
2906,atrial fibrillation (AF) increase ischemic stroke
2907,atrial flutter
2908,atrial flutter/fibrillation
2909,atrial septal defect
2910,atrioventricular block
2911,atrioventricular conduction disease
2912,atrophy
2913,atropine
2914,attention deficit and hyperactivity disorder
2915,attention deficit disorder
2916,attention deficit hyperactive disorder
2917,attention deficit hyperactivity disorder
2918,attention deficit hyperactivity disorders
2919,attention deficit/hyperactivity disorder
2920,attention-deficit hyperactivity disorder
2921,attention-deficit or autistic disorder
2922,attention-deficit/hyperactivity disorder
2923,autism
2924,autism spectrum disorder
2925,autism spectrum disorders
2926,autistic disorder
2927,autistic spectrum disorder
2928,autoimmune
2929,autoimmune bullous disease
2930,autoimmune bullous diseases
2931,autoimmune disease
2932,autoimmune disease myasthenia gravis
2933,autoimmune diseases
2934,autoimmune disorder
2935,autoimmune disorders
2936,autoimmune encephalomyelitis
2937,autoimmune haemolytic anaemia
2938,autoimmune hemolytic anemia
2939,autoimmune rheumatic diseases
2940,autoimmune skin disease
2941,autoimmune skin diseases
2942,autoimmune thyroid disease
2943,autoimmune thyroid diseases
2944,autoimmune thyroid disorders
2945,autoimmune vasculitis
2946,autoimmunity
2947,autonomic dysfunctions
2948,autosomal dominant polycystic kidney disease
2949,autosomal-dominant polycystic kidney disease
2950,autumn cross-season
2951,avascular necrosis
2952,avascular necrosis of femoral head
2953,avascular necrosis of the femoral head and diabetes
2954,axial spondyloarthritis
2955,azathioprine
2956,azithromycin
2957,azotemia
2958,bDMARD
2959,bDMARDs
2960,bacillus Calmette-Guerin
2961,back pain
2962,bacteremia
2963,bacteremia or viremia
2964,bacterial enteric infection
2965,bacterial infection
2966,bacterial infections
2967,bacterial meningitis
2968,bacterial peritonitis
2969,bacterial pneumonia
2970,bafilomycin
2971,band keratopathy
2972,barium
2973,beclomethasone
2974,behavior disorders
2975,behavior syndrome
2976,behavioral disorders
2977,behavioral impairments
2978,behaviors of HIV infection
2979,benign brain tumor
2980,benign brain tumors
2981,benign disease
2982,benign essential blepharospasm
2983,benign neoplasm of ovary
2984,benign neoplasm of the colon
2985,benign neoplasm of the ovary
2986,benign nodular goiter
2987,benign ovarian tumor
2988,benign ovarian tumors
2989,benign paroxysmal positional vertigo
2990,benign prostate enlargement
2991,benign prostate hyperplasia
2992,benign prostatic enlargement
2993,benign prostatic hyperplasia
2994,benign prostatic hypertrophy
2995,benign prostatic obstruction
2996,benign thyroid disease
2997,benign voice diseases
2998,benzbromarone
2999,benzodiazepine
3000,benzodiazepines
3001,beta = 2
3002,beta-glucan
3003,beta-lactam
3004,beta1
3005,beta2
3006,beta2-adrenoceptor
3007,beta=2
3008,betaxolol
3009,betel
3010,betel quid
3011,bid
3012,biguanide
3013,biguanides
3014,biguanidine
3015,bile acid
3016,bile acid malabsorption
3017,biliary atresia
3018,biliary malignancy
3019,biliary obstruction
3020,biliary stone
3021,biliary stone diseases
3022,biliary stones
3023,biliary tract cancer
3024,biliary tract disease
3025,biliary tract diseases
3026,biliary tract infection
3027,biliary tract inflammation
3028,bilirubin
3029,bipolar
3030,bipolar affective disorder
3031,bipolar depression
3032,bipolar disease
3033,bipolar disorder
3034,bipolar disorders
3035,bipolar mania
3036,bipolar-disorder
3037,bipolar-spectrum disorders
3038,birth weight
3039,bisoprolol
3040,bisphosphonate
3041,bisphosphonates
3042,bladder and kidney cancer
3043,bladder and kidney cancers
3044,bladder cancer
3045,bladder cancer cell death
3046,bladder cancers
3047,bladder diverticulum
3048,bladder ischemia
3049,bladder outlet obstruction
3050,bladder pain syndrome
3051,"bladder, renal pelvis/ureter"
3052,bleeding
3053,bleeding esophageal
3054,bleeding tendency
3055,blepharitis
3056,blepharospasm
3057,blindness
3058,blindness globally and iatrogenic glaucoma
3059,blood coagulation
3060,blood glucose
3061,blood loss diseases
3062,blood sugar
3063,blunt chest traumas
3064,blunt splenic injuries
3065,blunt splenic injury
3066,blunt trauma
3067,bone and prostate cancer
3068,bone cancer
3069,bone cement implantation syndrome
3070,bone disorder
3071,bone fracture
3072,bone fractures
3073,bone marrow
3074,bone marrow failure
3075,bone marrow suppression
3076,bony fracture
3077,borderline personality disorder
3078,born to rheumatoid arthritis
3079,born to systemic lupus erythematosus
3080,bortezomib
3081,bovine leukemia virus
3082,bowel disease
3083,bowel events
3084,bowel obstruction
3085,bowel operation
3086,boys
3087,bradyarrhythmia
3088,bradykinesia
3089,brain cancer
3090,brain disorder
3091,brain disorders
3092,brain injuries
3093,brain injury
3094,brain insults
3095,brain metastases
3096,brain metastasis
3097,brain neoplasms
3098,brain trauma
3099,brain tumor
3100,brain tumors
3101,brain vascular damage
3102,branch retinal vein occlusion
3103,brand-name
3104,breast and ovarian cancer
3105,breast and prostate cancer
3106,breast cancer
3107,breast cancer deaths
3108,breast cancer metastases
3109,breast cancers
3110,breast carcinoma
3111,breast lesions
3112,breast malignancies
3113,breast malignancy
3114,breast swelling pain
3115,breast tumor
3116,breast tumours
3117,brodalumab
3118,bronchial asthma
3119,bronchial hyperresponsiveness and asthma
3120,bronchiectasis
3121,bronchiolitis
3122,bronchitis
3123,bronchopulmonary dysplasia
3124,bronchospasm
3125,budesonide
3126,bulimia nervosa
3127,bully
3128,buprenorphine
3129,bupropion
3130,burden of disease
3131,burden of disease and injury
3132,burden of kidney failure
3133,burn injuries
3134,burn injury
3135,burn injury in narcolepsy
3136,c-Fos
3137,c-reactive protein
3138,cDDD
3139,cDDDs
3140,caffeine
3141,calcium
3142,calculus of kidney and ureter
3143,camp
3144,cancer
3145,cancer death
3146,cancer deaths
3147,cancer metastasis
3148,cancer pain
3149,cancer type
3150,cancer-TNFi-comb
3151,cancer-TNFi-free
3152,cancer-disease
3153,cancer-related fatigue
3154,cancers
3155,cancers in bipolar disorder
3156,cancers of the bladder
3157,cancers of the esophagus
3158,cancers of the kidney
3159,candidemia
3160,candidiasis
3161,canine
3162,capecitabine
3163,caprine arthritis-encephalitis virus
3164,captopril
3165,carbamate
3166,carbamazepine
3167,carbapenem
3168,carbimazole
3169,carbofuran
3170,carbohydrate
3171,carbon
3172,carbon monoxide
3173,carcinoembryonic antigen
3174,carcinogenesis
3175,carcinogenesis of many cancers
3176,carcinogenic
3177,carcinogenic prostate
3178,carcinogens
3179,carcinoma
3180,cardiac arrest
3181,cardiac arrhythmia
3182,cardiac arrhythmias
3183,cardiac complications
3184,cardiac death
3185,cardiac disorder
3186,cardiac disorders
3187,cardiac dysrhythmia
3188,cardiac failure
3189,cardiac failure/insufficiency
3190,cardiac toxicity
3191,cardio-pulmonary resuscitation
3192,cardioembolic stroke
3193,cardiogenic shock
3194,"cardiogenic shock, injury"
3195,cardiomegaly
3196,cardiometabolic diseases
3197,cardiometabolic diseases and bipolar disorder
3198,cardiomyopathy
3199,cardiopulmonary arrest
3200,cardiopulmonary diseases
3201,cardiorespiratory fitness
3202,cardiotoxic
3203,cardiotoxicity
3204,cardiovascular (CV) death
3205,cardiovascular (CV) diseases
3206,cardiovascular abnormalities
3207,cardiovascular and cerebrovascular disease
3208,cardiovascular and cerebrovascular diseases
3209,cardiovascular anomalies
3210,cardiovascular complication
3211,cardiovascular complications
3212,cardiovascular death
3213,cardiovascular death and gastrointestinal bleeding
3214,cardiovascular deaths
3215,cardiovascular disease
3216,cardiovascular diseases
3217,cardiovascular disorders
3218,cardiovascular dysfunction
3219,cardiovascular events
3220,cardiovascular fitness
3221,cardiovascular ischemia disease
3222,cardiovascular morbidity
3223,cardiovascular sequelae
3224,cardiovascular system dysfunction
3225,caries
3226,carotid artery atherosclerosis
3227,carotid artery disease
3228,carotid artery stenosis
3229,carotid stenosis
3230,carpal tunnel syndrome
3231,cartilage disorders
3232,carvedilol
3233,caspase-3
3234,caspase-9
3235,cataract
3236,cataract operation
3237,cataract operations
3238,cataracts
3239,catastrophic IBD illness
3240,catastrophic illness
3241,catastrophic illness cancer
3242,catastrophic illness card
3243,catastrophic illness/injury
3244,catastrophic illnesses
3245,catechin
3246,catechins
3247,cefazolin
3248,cefepime
3249,cefmetazole
3250,cefoperazone
3251,celecoxib
3252,cell carcinoma
3253,cell lung cancer
3254,cellulitis
3255,central nervous disease
3256,central nervous system
3257,central nervous system (CNS) infection
3258,central nervous system demyelination
3259,central nervous system impairments
3260,central nervous system infections
3261,central nervous system injuries
3262,central serous chorioretinopathy
3263,cephalexin
3264,cephalosporin
3265,cephalosporins
3266,cerebral hemorrhage
3267,cerebral hypoperfusion
3268,cerebral infarction
3269,cerebral palsy
3270,cerebral vascular accident
3271,cerebral vascular accidents
3272,cerebral vascular disease
3273,cerebrovascular
3274,cerebrovascular accident
3275,cerebrovascular accidents
3276,cerebrovascular and cardiovascular disease
3277,cerebrovascular and cardiovascular diseases
3278,cerebrovascular complications
3279,cerebrovascular disease
3280,cerebrovascular diseases
3281,cerebrovascular diseases decreased
3282,cerebrovascular disorders
3283,cerebrovascular events
3284,cerebrovascular ischemic
3285,cerebrovascular malformation
3286,cerebrovascular or cardiovascular disease
3287,cerebrovascular stenosis
3288,certolizumab
3289,cervical cancer
3290,cervical cancers
3291,cervical dysplasia
3292,cervical kyphotic deformity
3293,cervical neoplasia
3294,cervical spondylomyelopathy
3295,cervical spondylosis
3296,cervical spondylotic myelopathy
3297,cervix cancer
3298,cetuximab
3299,cevimeline
3300,chat
3301,chemokine (C-C motif) ligand 2
3302,chest pain
3303,chest traumas
3304,chest wall injury
3305,chikungunya virus
3306,child
3307,childhood NE
3308,childhood allergic diseases
3309,childhood nocturnal enuresis
3310,children
3311,chlamydia
3312,chloride
3313,chloroquine
3314,chlorpromazine
3315,cholangiocarcinoma
3316,cholangiocarcinoma and cholangiocarcinoma
3317,cholangitis
3318,cholangitis within 2
3319,cholecystitis
3320,choledocholithiasis
3321,cholelithiasis
3322,cholelithiasis and cholecystitis
3323,cholelithiasis in the clonorchiasis
3324,cholelithiasis/nephrolithiasis
3325,cholestatic type of HILI
3326,cholesteatoma
3327,cholesteatoma-free
3328,cholesterol
3329,cholinesterase
3330,chorioamnionitis
3331,chorioretinopathy
3332,chromium
3333,chromosome anomaly
3334,chronic HBV infection
3335,chronic HBV or HCV infections
3336,chronic HCV infection
3337,chronic bronchitis
3338,chronic conditions
3339,chronic depression
3340,chronic dermatological disorder
3341,chronic disease
3342,chronic diseases
3343,chronic disorder
3344,chronic fatigue
3345,chronic fatigue syndrome
3346,chronic gastrointestinal disorder
3347,chronic heart failure
3348,chronic hepatic disease
3349,chronic hepatitis
3350,chronic hepatitis B
3351,chronic hepatitis B infected
3352,chronic hepatitis B virus (HBV) and hepatitis C virus (HCV) infection
3353,chronic hepatitis B virus (HBV) infection
3354,chronic hepatitis B virus (HBV) or hepatitis C virus (HCV) infections
3355,chronic hepatitis B virus infection
3356,chronic hepatitis B virus-infected
3357,chronic hepatitis C
3358,chronic hepatitis C (CHC) infection
3359,chronic hepatitis C infection
3360,chronic hepatitis C virus
3361,chronic hepatitis C virus (CHC) infection
3362,chronic hepatitis C virus (HCV) (CHC) infection
3363,chronic hepatitis C virus (HCV) infection
3364,chronic hepatitis C virus (HCV)-infected
3365,chronic hepatitis infection
3366,chronic hepatitis virus infection
3367,chronic illness
3368,chronic infection
3369,chronic infection/inflammation
3370,chronic inflammation
3371,chronic insomnia
3372,chronic kidney disease
3373,chronic kidney diseases
3374,chronic liver disease
3375,chronic liver diseases
3376,chronic liver fibrosis
3377,chronic low back pain
3378,chronic lung disease
3379,chronic lung diseases
3380,chronic lymphocytic leukemia
3381,chronic musculoskeletal pain
3382,chronic myeloid leukemia
3383,chronic obstructive pulmonary
3384,chronic obstructive pulmonary disease
3385,chronic obstructive pulmonary diseases
3386,chronic osteomyelitis
3387,chronic otitis
3388,chronic otitis media
3389,chronic pain
3390,chronic pancreatitis
3391,chronic periodontitis
3392,chronic pharyngitis
3393,chronic prostatitis
3394,chronic prostatitis/chronic pelvic pain syndrome
3395,chronic pulmonary disease
3396,chronic pulmonary diseases
3397,chronic pulmornary disease
3398,chronic renal disease
3399,chronic renal failure
3400,chronic renal insufficiency
3401,chronic rhinosinusitis
3402,chronic schizophrenia
3403,chronic sleep disorder
3404,chronic stroke
3405,chronic subdural hematoma
3406,chronic tonsillitis
3407,chronic urticaria
3408,chronic viral hepatitis
3409,chronic virus hepatitis infection
3410,cilostazol
3411,cinnarizine
3412,ciprofloxacin
3413,circulatory system diseases
3414,cirrhosis
3415,cirrhosis and hepatoma
3416,cirrhosis cohort
3417,cirrhosis increases
3418,cirrhosis of liver
3419,"cirrhosis, hepatitis B infection, hepatitis C infection"
3420,cirrhosis/hepatitis
3421,cirrhotic
3422,cirrhotic and chronic hepatitis
3423,cirrhotic chronic hepatitis B
3424,cirrhotic liver
3425,cirrosis
3426,cisplatin
3427,citalopram
3428,citalopram-escitalopram
3429,clarithromycin
3430,clear cell carcinoma
3431,cleft lip/palate
3432,cleft palate
3433,clindamycin
3434,clomiphene
3435,clonazepam
3436,clonidine
3437,clonorchiasis and helminthiasis
3438,clopentixol
3439,clopidogrel
3440,clorazepate
3441,clozapine
3442,club drug
3443,club participation
3444,cluster osteoarthritis
3445,coaggregation of chronic diseases
3446,coaggregation of myocardial infarction
3447,coagulation disorders
3448,coagulopathy
3449,coagulopathy and bleeding
3450,cochlear disorders
3451,codeine
3452,coeliac disease
3453,cognitive decline
3454,cognitive disorders
3455,cognitive dysfunction
3456,cognitive impairment
3457,cognitive impairment and dementia
3458,cognitive impairment still
3459,"cognitive impairment, dementia or neurodegenerative disorder"
3460,cognitive impairments
3461,cognitive schema
3462,cohort
3463,colchicine
3464,colon
3465,colon and prostate cancers
3466,colon cancer
3467,colon carcinoma
3468,colon disease
3469,colon diverticulitis
3470,colon or rectal cancer
3471,colon-rectum (1.31) cancers
3472,colonic condition
3473,colonic diverticular disease
3474,colonic diverticulitis
3475,colonoscopic post-polypectomy bleeding
3476,colorectal
3477,colorectal and breast cancer
3478,colorectal cancer
3479,colorectal cancers
3480,colorectal carcinoma in type-2 diabetes
3481,colorectal neoplasia
3482,colorectal neoplasm
3483,colorectal or breast cancer
3484,colorectal tumors
3485,comorbidities of renal disease
3486,comorbidity of hyperlipidaemia
3487,competencies of fitness
3488,complex disease syndrome
3489,complex disorder
3490,complication of diabetes mellitus
3491,concomitant hyperthyroidism
3492,concomitant psoriatic arthritis
3493,conduct disorder
3494,conduction abnormalities
3495,congenital abnormalities
3496,congenital abnormality
3497,congenital airway anomalies
3498,congenital anomalies
3499,congenital anomaly
3500,congenital biliary anomalies
3501,congenital clubfoot
3502,congenital diseases
3503,congenital disorders
3504,congenital heart defects
3505,congenital heart defects or type 2 diabetes
3506,congenital heart disease
3507,congenital metabolic disorder
3508,congenital neurologic
3509,congenital neurologic anomalies
3510,congenital rubella syndrome
3511,congestive heart failure
3512,constipation
3513,constipation and depression
3514,contaminant liver cirrhosis
3515,contracting diabetes
3516,contracting pneumonia
3517,contracting tuberculosis
3518,contractures
3519,contralateral inguinal hernia
3520,copper
3521,corneal disease
3522,corneal erosion
3523,corneal oedema
3524,corneal ulcer
3525,corneal ulcers
3526,coronary aneurysms
3527,coronary artery aneurysm
3528,coronary artery complications
3529,coronary artery disease
3530,coronary artery diseases
3531,coronary artery injury
3532,coronary artery spasm
3533,coronary atherosclerosis
3534,coronary complications
3535,coronary heart disease
3536,coronary heart diseases
3537,coronary syndrome
3538,coronary syndromes
3539,coronavirus
3540,coronavirus disease 2019
3541,corticosteroid pulmonary tuberculosis
3542,corticosteroids
3543,cortisol
3544,cotinine
3545,cough
3546,cough visits
3547,coumarin
3548,coxsackievirus
3549,coxsackievirus A16
3550,cranial cruciate ligament disease
3551,craniofacial trauma
3552,creatinine
3553,critical disease
3554,critically ill
3555,critically ill HNSCC
3556,critically ill sepsis
3557,cross-cancer
3558,cross-seasonal
3559,crucial injury in trauma
3560,crude HR of dementia
3561,crushing and injury to nerves
3562,cryptococcal meningitis
3563,cryptococcal meningitis in HIV-uninfected
3564,cryptococcosis
3565,cryptococcosis in HIV-uninfected
3566,csDMARD
3567,cutaneous adverse reactions
3568,cutaneous melanoma
3569,cyanotic CHD
3570,cyanotic hsCHD
3571,cyclin A2
3572,cyclooxygenase (COX)-2
3573,cyclooxygenase-1
3574,cyclooxygenase-2
3575,cyclophosphamide
3576,cyclosporine
3577,cyclosporine A
3578,cyhalothrin
3579,cystic kidney disease
3580,cystitis
3581,cystitis cohort
3582,"cystostomy tube, nephrostomy tube"
3583,cytochrome P450s 3A4
3584,cytomegalovirus disease
3585,cytotoxicity
3586,cz
3587,d-penicillamine
3588,dabigatran
3589,daclatasvir
3590,damage accrual by active disease
3591,damage items
3592,dampness toxicity
3593,danazol
3594,dandelion
3595,darunavir
3596,dasabuvir
3597,deafness
3598,death
3599,death HR
3600,death and cardiovascular diseases
3601,death and disability
3602,death and stroke
3603,death for lung cancer
3604,death of the total diabetic nephropathy
3605,death was breast cancer
3606,death was infectious disease
3607,death-censored allograft failure
3608,deaths
3609,decrease cancer
3610,decreased cancer
3611,decreased dyspnea
3612,decreased kidney function
3613,decreased lung cancer
3614,decreased pneumonia
3615,decreased skin cancer
3616,decreased thromboembolism
3617,decreased type 1 diabetes
3618,decreased type 1 diabetes and type 2 diabetes
3619,decreases proteinuria
3620,decreases the obstructive uropathy
3621,deep infection
3622,deep infection of knee arthroplasty
3623,deep neck infection
3624,deep neck infections
3625,deep vein thrombosis
3626,deep venous thrombosis
3627,defibrillation and antiarrhythmia
3628,deficits of facial emotion
3629,deformities
3630,degenerative dementia
3631,degenerative disease
3632,degenerative diseases
3633,degenerative osteopathy
3634,dehydration
3635,delay disability and functional degeneration in schizophrenic
3636,delirium
3637,delusional disorders
3638,dementia
3639,dementia and aspiration pneumonia
3640,dementia and depression
3641,dementia comorbidity
3642,dementia for acute respiratory failure
3643,dementia in colonic diverticular disease
3644,dementia in schizophrenia
3645,dementia in type 2 diabetes
3646,dementia in type 2 diabetic
3647,dementia subtypes
3648,dementia subtypes of vascular dementia
3649,dementia sustaining femoral neck
3650,dementia symptoms
3651,dementia versus nondementia
3652,dementia-free
3653,dementias
3654,demyelinating disorders
3655,demyelination of the central nervous system
3656,dengue fever
3657,dengue haemorrhagic fever
3658,dengue virus
3659,dengue virus infection
3660,dengue viruses
3661,denosumab
3662,dental caries
3663,dependence syndrome
3664,dependency
3665,depressed
3666,depression
